form_number,document,field_name,field_type,required,context
300CPF,012_HES_FM0300CPF_es.pdf,90%,Text Input,False,"90%: sugerir si la casa tiene una calefacción de gas existente y más antigua,"
300CPF,011_HES_FM0300CPF.pdf,ACCESS AND EVALUATION,Text Input,False,ACCESS AND EVALUATION: Energy Trust and/or its representatives
300CPF,011_HES_FM0300CPF.pdf,AUTHORIZATION,Text Input,False,"AUTHORIZATION: This authorization form must be filled out completely,"
300CPF,012_HES_FM0300CPF_es.pdf,AUTORIZACIÓN,Text Input,False,AUTORIZACIÓN: este formulario de autorización debe
300CPF,012_HES_FM0300CPF_es.pdf,Asbesto,Text Input,False,Asbesto: ¿La presencia de asbesto impide
300CPF,011_HES_FM0300CPF.pdf,Asbestos,Text Input,False,Asbestos: Does the presence of asbestos
300CPF,011_HES_FM0300CPF.pdf,Bill Discount Program,Text Input,False,"Bill Discount Program: If site is a candidate for a no -cost measure, is the household"
300CPF,012_HES_FM0300CPF_es.pdf,"CAA, por sus siglas en inglés)",Text Input,False,"CAA, por sus siglas en inglés): los residentes que califiquen con base en sus"
300CPF,012_HES_FM0300CPF_es.pdf,CANTIDAD DE FINANCIACIÓN,Text Input,False,CANTIDAD DE FINANCIACIÓN: la cantidad financiada no
300CPF,012_HES_FM0300CPF_es.pdf,CLIENTE,Text Input,False,CLIENTE: la persona que firma este formulario lo hace en
300CPF,011_HES_FM0300CPF.pdf,CUSTOMER,Text Input,False,CUSTOMER: The person signing this form is signing on behalf of the
300CPF,011_HES_FM0300CPF.pdf,CUSTOMER NOTIFICATION,Text Input,False,CUSTOMER NOTIFICATION: Participating Organization will inform
300CPF,012_HES_FM0300CPF_es.pdf,Combustible Sistema de calefacción Uso actual,Text Input,False,Combustible Sistema de calefacción Uso actual: Condición
300CPF,012_HES_FM0300CPF_es.pdf,Consideraciones para la mejora energética,Text Input,False,Consideraciones para la mejora energética: ¿El hogar es
300CPF,011_HES_FM0300CPF.pdf,Customer Name and Signature,Signature,False,"Signature Section A: Customer must sign below prior to the HEA being conducted, and sign on page 6 after completion of the HEA. Customer Name and Signature By signing below, Customer agrees to"
300CPF,011_HES_FM0300CPF.pdf,Customer Type,Text Input,False,Customer Type: Homeowner Renter Rental Property Owner/Manager
300CPF,011_HES_FM0300CPF.pdf,Customer signature Date,Signature,False,Assessor that performed the HEA explained the results or provided a copy of the results. Customer signature Date
300CPF,011_HES_FM0300CPF.pdf,Customer signature Full name (please print and use same name as on invoice) Date,Signature,False,Customer’s behalf. Customer signature Full name (please print and use same name as on invoice) Date Site Address Cit
300CPF,012_HES_FM0300CPF_es.pdf,DERECHOS DE PROPIEDAD,Text Input,False,DERECHOS DE PROPIEDAD: el cliente declara que tiene
300CPF,011_HES_FM0300CPF.pdf,DISCLAIMER / NO LIABILITY,Text Input,False,"DISCLAIMER / NO LIABILITY: Customer understands that, although"
300CPF,012_HES_FM0300CPF_es.pdf,ELEGIBILIDAD,Text Input,False,ELEGIBILIDAD: se dispone de financiación para casas
300CPF,011_HES_FM0300CPF.pdf,ELIGIBILITY,Text Input,False,"ELIGIBILITY: Funding is available to detached single- family homes,"
300CPF,011_HES_FM0300CPF.pdf,Energy Upgrade Considerations,Text Input,False,Energy Upgrade Considerations: Is the home
300CPF,011_HES_FM0300CPF.pdf,FUNDING AMOUNT,Text Input,False,FUNDING AMOUNT: Funding amount cannot exceed total cost of the
300CPF,011_HES_FM0300CPF.pdf,Fuel Heating System Current Use,Text Input,False,Fuel Heating System Current Use: Condition
300CPF,011_HES_FM0300CPF.pdf,HEA completing organization,Text Input,False,HEA completing organization: Site referred to:
300CPF,011_HES_FM0300CPF.pdf,Home Assessor Name,Text Input,False,Home Assessor Name : Date :
300CPF,011_HES_FM0300CPF.pdf,Home Assessor Name and Signature,Signature,False,"Signature Section C: If a third -party Home Assessor is requesting funding for this home energy assessment (HEA), please sign below . Home Assessor Name and Signature By signing below, Home Asses"
300CPF,011_HES_FM0300CPF.pdf,Home Assessor signature Full name (please print) Date,Signature,False,Energy Trust will issue payment to the entity listed below at the address listed below. Home Assessor signature Full name (please print) Date Company OCC
300CPF,011_HES_FM0300CPF.pdf,INFORMATION RELEASE,Text Input,False,INFORMATION RELEASE: Customer agrees that Energy Trust may
300CPF,011_HES_FM0300CPF.pdf,Lead,Text Input,False,Lead: Does presence of lead prevent any measure installation?
300CPF,011_HES_FM0300CPF.pdf,NO ENDORSEMENT,Text Input,False,NO ENDORSEMENT: Energy Trust does not endorse any particular
300CPF,012_HES_FM0300CPF_es.pdf,NOTIFICACIÓN AL CLIENTE,Text Input,False,NOTIFICACIÓN AL CLIENTE: la organización participante
300CPF,011_HES_FM0300CPF.pdf,"No, Contractor signature is not needed",Signature,False,"2. Will a Contractor be requesting funding for any home energy upgrades? Yes, Contractor to c omplete Signature Section B upon completion of upgrade(s) No, Contractor signature is not needed"
300CPF,012_HES_FM0300CPF_es.pdf,Nombre del evaluador de hogares,Text Input,False,Nombre del evaluador de hogares: Fecha:
300CPF,012_HES_FM0300CPF_es.pdf,Organización participante,Text Input,False,Organización participante: Financiación de socios comunitarios
300CPF,012_HES_FM0300CPF_es.pdf,PAGO,Text Input,False,"PAGO: sujeto a la disponibilidad de fondos, la financiación"
300CPF,011_HES_FM0300CPF.pdf,PAYMENT,Text Input,False,"PAYMENT : Subject to funding availability, funding for eligible HEAs will"
300CPF,011_HES_FM0300CPF.pdf,PROPERTY RIGHTS,Text Input,False,PROPERTY RIGHTS: Customer represents that Customer has the right
300CPF,011_HES_FM0300CPF.pdf,Participating Organization,Text Input,False,Participating Organization: Community Partner Funding
300CPF,011_HES_FM0300CPF.pdf,Participating Organization Name and Signature,Signature,False,"Signature Section B: Participating Organization must sign this form after completion of the HEA . Participating Organization Name and Signature By signing below, Participating Organization (i) un"
300CPF,011_HES_FM0300CPF.pdf,Participating Organization or Contractor after,Text Input,False,Participating Organization or Contractor after: (i) completion and or
300CPF,011_HES_FM0300CPF.pdf,Participating Organization signature Full name (please print) Date,Signature,False,processing or paying any funding. Participating Organization signature Full name (please print) Date Participating Organization Home Energy Assessment Da
300CPF,012_HES_FM0300CPF_es.pdf,Plomo,Text Input,False,Plomo: ¿La presencia de plomo impide la instalación de alguna
300CPF,012_HES_FM0300CPF_es.pdf,Programa de Descuento en Facturas,Text Input,False,Programa de Descuento en Facturas: Si el sitio es candidato para una medida
300CPF,012_HES_FM0300CPF_es.pdf,Sección A de la firma,Text Input,False,Sección A de la firma: el cliente debe firmar a continuación antes de que se realice la HEA y
300CPF,012_HES_FM0300CPF_es.pdf,Sección B de la firma,Text Input,False,Sección B de la firma: la organización participante debe firmar este formulario después de
300CPF,012_HES_FM0300CPF_es.pdf,Sección C de la firma,Text Input,False,Sección C de la firma: si un evaluador de hogares externo está solicitando una financiación
300CPF,012_HES_FM0300CPF_es.pdf,Sección D de la firma,Text Input,False,Sección D de la firma: el cliente debe firmar a continuación después de completar la HEA.
300CPF,011_HES_FM0300CPF.pdf,Signature Section B,Text Input,False,Signature Section B: Participating Organization must sign this form after completion of the HEA .
300CPF,011_HES_FM0300CPF.pdf,Signature Section B: Participating Organization must sign this form after completion of the HEA .,Signature,False,"Signature Section B: Participating Organization must sign this form after completion of the HEA . Participating Organization Name and Signature By signing below, Participating Organization (i)"
300CPF,011_HES_FM0300CPF.pdf,Signature Section C,Text Input,False,Signature Section C: If a third -party Home Assessor is requesting funding for this home energy
300CPF,011_HES_FM0300CPF.pdf,Signature Section C: If a third -party Home Assessor is requesting funding for this home energy,Signature,False,"Participating Organization Home Energy Assessment Date Signature Section C: If a third -party Home Assessor is requesting funding for this home energy assessment (HEA), please sign below . Home"
300CPF,011_HES_FM0300CPF.pdf,Signature Section D,Text Input,False,Signature Section D: Customer must sign below after completion of the HEA.
300CPF,011_HES_FM0300CPF.pdf,Signature Section D: Customer must sign below after completion of the HEA.,Signature,False,"Signature Section D: Customer must sign below after completion of the HEA. Customer Name and Signature By signing below, Customer acknowledges that the HEA was completed at the sit"
300CPF,012_HES_FM0300CPF_es.pdf,Sí No Plagas,Text Input,False,Sí No Plagas: ¿Los plagas o los daños causados por plagas impiden la
300CPF,011_HES_FM0300CPF.pdf,TAX LIABILITY,Text Input,False,TAX LIABILITY: Energy Trust is not responsible for any tax liability
300CPF,012_HES_FM0300CPF_es.pdf,VERIFICACIÓN DE CALIDAD DEL TRABAJO,Text Input,False,VERIFICACIÓN DE CALIDAD DEL TRABAJO: antes de
300CPF,011_HES_FM0300CPF.pdf,Yes No Pests,Text Input,False,Yes No Pests: Do pests or pest damage prevent any measure installation?
300CPF,011_HES_FM0300CPF.pdf,"Yes, Contractor to c omplete Signature Section B upon completion of upgrade(s)",Signature,False,"Insulation/Windows Water Heating 2. Will a Contractor be requesting funding for any home energy upgrades? Yes, Contractor to c omplete Signature Section B upon completion of upgrade(s) No"
300CPF,011_HES_FM0300CPF.pdf,a. Central AC,Text Input,False,a. Central AC: Yes No Amount of Room AC Units (Window and/or Portable):
300CPF,011_HES_FM0300CPF.pdf,a. Electric Provider,Text Input,False,a. Electric Provider: Pacific Power PGE Other :
300CPF,011_HES_FM0300CPF.pdf,a. Fuel Type,Text Input,False,"a. Fuel Type: Electric Gas Location of water heater (garage, utility room, basement, etc):"
300CPF,012_HES_FM0300CPF_es.pdf,a. Proveedor de electricidad,Text Input,False,a. Proveedor de electricidad: Pacific Power PGE ________________________________ Otro:
300CPF,011_HES_FM0300CPF.pdf,b. Gas Provider,Text Input,False,b. Gas Provider: NW Natural Avista Cascade Natural Gas Other :
300CPF,012_HES_FM0300CPF_es.pdf,b. Proveedor de gas,Text Input,False,b. Proveedor de gas: NW Natural Avista Cascade Natural Gas Otro:
300CPF,012_HES_FM0300CPF_es.pdf,c. Año de construcción,Text Input,False,c. Año de construcción: d. Pies cuadrados: e. N.º de pisos:
300CPF,011_HES_FM0300CPF.pdf,c. Year Built,Text Input,False,c. Year Built : d. Sq. Ft. : e. # Stories :
300CPF,012_HES_FM0300CPF_es.pdf,f. Cimientos/sótano,Text Input,False,f. Cimientos/sótano: Combinación de garaje/sótano Sótano de poca altura
300CPF,011_HES_FM0300CPF.pdf,f. Foundation/Basement,Text Input,False,f. Foundation/Basement: Garage/basement combo Crawlspace Crawlspace w/ vapor barrier
300CPF,012_HES_FM0300CPF_es.pdf,"organization, CBO, por siglas en inglés)",Text Input,False,"organization, CBO, por siglas en inglés): sugiera si otra organización ayudará con"
300HPQ,016_HES_FM0300HPQ.pdf,Household’s gross annual income,Text Input,False,Household’s gross annual income: OR Household’s gross monthly income:
300HPQ,016_HES_FM0300HPQ.pdf,Name,Text Input,False,Name: Date:
300HPQ,016_HES_FM0300HPQ.pdf,Organization Name,Text Input,False,Organization Name: Offer (s) Recommended :
300HPQ,016_HES_FM0300HPQ.pdf,Other,Text Input,False,Other: $ / per month OR per year
300HPQ,016_HES_FM0300HPQ.pdf,Staff Member Name Signature Date:,Signature,False,"To Be Completed by Organization Staff Member By signing this Agreement, I certify that the information presented is true and accurate to the best of my knowledge. Staff Member Name Signature"
300HPQ-,017_HES_FM0300HPQ-es.pdf,Ingreso bruto anual del hogar,Text Input,False,Ingreso bruto anual del hogar: O Ingreso bruto mensual del hogar:
300HPQ-,017_HES_FM0300HPQ-es.pdf,Nombre,Text Input,False,Nombre: Fecha:
300HPQ-,017_HES_FM0300HPQ-es.pdf,Nombre de la Organización,Text Input,False,Nombre de la Organización: Oferta: No-Cost DHP -or - No-Cost HP
300HPQ-,017_HES_FM0300HPQ-es.pdf,Otro,Text Input,False,Otro: $ / por mes O por año
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",1. Review,Text Input,False,"1. Review: Customer and Contractor review customer,"
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",2. Customer completes,Text Input,False,2. Customer completes: Customer Information and
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",3. Contractor completes,Text Input,False,3. Contractor completes: Equipment Information and
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",4. Sign,Text Input,False,4. Sign: Customer and Contractor s ign form.
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",5. Submit,Text Input,False,5. Submit: application and documentation to
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",ACCESS AND EVALUATION,Text Input,False,ACCESS AND EVALUATION: Energy Trust and/or its
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",AHRI Certificate Number,Text Input,False,AHRI Certificate Number: Installed Cost $
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",APPLICATION,Text Input,False,APPLICATION: This application and any required additional
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",CONTRACTOR AUTHORIZATION,Text Input,False,CONTRACTOR AUTHORIZATION: The person signing this
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",CUSTOMER AUTHORIZATION,Text Input,False,CUSTOMER AUTHORIZATION: The person signing this
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",Compressor control set,Text Input,False,Compressor control set: ºF Auxiliary heat lockout set: ºF
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",Contractor Name and Signature,Signature,False,"Form 320C -HVAC v2025.4 250922 ―Page 2 of 8 Upgrade types and incentives subject to change. Do not use this form for work completed after December 31, 2025 . Contractor Name and Signature By s"
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",Customer Name and Signature,Signature,False,"Customer Name and Signature By signing below, I have read, understand, and agree to the Terms and Conditions ( page 6) of this application .  Customer signature"
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",DISCLAIMER/NO LIABILITY,Text Input,False,"DISCLAIMER/NO LIABILITY: Customer understands that,"
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",ECM? Yes No AFUE,Text Input,False,ECM? Yes No AFUE: %
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",ELIGIBILITY,Text Input,False,ELIGIBILITY: Incentives are available to eligible Customers
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",ELIGIBLE PRODUCTS,Text Input,False,ELIGIBLE PRODUCTS: Products must meet Energy Trust
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",HSPF2,Text Input,False,HSPF2: EER2: SEER 2:
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",INCENTIVE AMOUNT,Text Input,False,INCENTIVE AMOUNT: Incentive amount cannot exceed total
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",INFORMATION RELEASE,Text Input,False,INFORMATION RELEASE: Customer agrees that
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",Installed Cost $,Text Input,False,Installed Cost $: Lockout temperature: º F
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",Manufacturer,Text Input,False,Manufacturer: Model:
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",Model Name,Text Input,False,Model Name: Model #:
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",NO ENDORSEMENT,Text Input,False,NO ENDORSEMENT: Energy Trust does not endorse any
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",Other,Text Input,False,Other: Is an AHRI certificate attached to this application?
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",PAYMENT,Text Input,False,PAYMENT: Incentives will be paid after: (i) completion and/or
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",PROOF OF PURCHASE,Text Input,False,PROOF OF PURCHASE: The invoice documentation
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",PROPERTY RIGHTS,Text Input,False,PROPERTY RIGHTS: Customer represents that Customer has
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",Qty of indoor units,Text Input,False,Qty of indoor units: Primary Living Space Room Type:
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",Qty of outdoor units,Text Input,False,Qty of outdoor units: Total capacity (BTUs): HSPF2:
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",SAFETY AND BUILDING CODES,Text Input,False,"SAFETY AND BUILDING CODES: Customer represents that,"
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",Serial #,Text Input,False,Serial #: Indoor Model:
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",TAX LIABILITY,Text Input,False,TAX LIABILITY: Energy Trust is not responsible for any tax
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",Yes No Other,Text Input,False,Yes No Other: Was there electric auxiliary heat installed? Or no back -up?
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf","Yes, instant incentive amount listed on invoice",Text Input,False,"Yes, instant incentive amount listed on invoice: $"
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",been completed by Contractor as of the signature date above,Signature,False,Contractor identified above to submit this application and all documentation to Energy Trust on Customer’s behalf. Customer represents to Energy Trust that all upgrades have been completed by Contr
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",of its actions.ENERGY INFORMATION RELEASE,Text Input,False,of its actions.ENERGY INFORMATION RELEASE : Customer authorizes
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf",the signature date above. Incentives are payable to the,Signature,False,"this applic ation and all documentation are complete and accurate, a nd all associated upgrades were completed as of the signature date above. Incentives are payable to the Customer unless this is"
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf", Contractor signature,Signature,False,"Contractor Name and Signature By signing below, I have read, understand, and agree to the Terms and Conditions ( page 5) of this application.  Contractor signature  Full n ame (please print"
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf", Customer signature,Signature,False,"Customer Name and Signature By signing below, I have read, understand, and agree to the Terms and Conditions ( page 6) of this application .  Customer signature  Full n ame (please print and"
320C-HVAC,"034_Heating and Cooling, Contractor Installed–Form 320C-HVAC (PDF).pdf", Manufacturer,Text Input,False, Manufacturer:  Model Number:
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",ACCESO Y EVALUACIÓN,Text Input,False,ACCESO Y EVALUACIÓN: Energy Trust y/o sus representantes
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",Contractor Name and Signature,Signature,False,"Nombre y firma del contratista Contractor Name and Signature Con su firma, el contratista certifica que esta solicitud y la información adjunta relacionada con la medida están completas y son pr"
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",Contractor signature Full name (please print) Date,Signature,False,Firma del contratista Nombre completo (en letra de molde) Fecha Contractor signature Full name (please print) Date Empresa del contratist a N.° de O
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",Customer Name and Signature,Signature,False,"Nombre y firma del cliente Customer Name and Signature Con su firma, el cliente acepta los términos y condiciones de esta solicitud y autoriza al Contratista identificado abajo a presentar esta"
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",Customer signature Full name Date,Signature,False,Firma del cliente Nombre completo (escriba en letra de molde y use el mismo nombre que figura en la factura) Fecha Customer signature Full name Date Correo ele
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",CÓDIGOS DE SEGURIDAD Y DE CONSTRUCCIÓN,Text Input,False,CÓDIGOS DE SEGURIDAD Y DE CONSTRUCCIÓN: El Cliente
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",DERECHOS DE PROPIEDAD,Text Input,False,DERECHOS DE PROPIEDAD: El cliente declara que tiene derecho a
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",ELEGIBILIDAD,Text Input,False,ELEGIBILIDAD: Los incentivos están disponibles para clientes que
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",ENERGÉTICO,Text Input,False,ENERGÉTICO : El cliente autoriza a Energy Trust y al contratista que
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",EXONERACIÓN DE RESPONSABILIDAD/DESCARGO DE RESPONSABILIDAD,Text Input,False,"EXONERACIÓN DE RESPONSABILIDAD/DESCARGO DE RESPONSABILIDAD: El cliente entiende que, aunque"
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",Esta vivienda está,Text Input,False,"Esta vivienda está: Ocupada por el dueño Alquilada, soy el propietario*"
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",Fireplace FE,Text Input,False,Fireplace FE: % Fabricante:
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",Heat Pump HSPF 2,Text Input,False,Heat Pump HSPF 2: EER2: SEER 2:
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",MATERIALES EN FACSÍMIL O ESCANEADOS,Text Input,False,MATERIALES EN FACSÍMIL O ESCANEADOS: LA TRANSMISIÓN
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",MONTO DEL INCENTIVO,Text Input,False,MONTO DEL INCENTIVO: El monto del incentivo no puede ser mayor
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",NO CONSTITUYE ENDOSO,Text Input,False,NO CONSTITUYE ENDOSO: Energy Trust no endosa a ningún
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",No AFUE,Text Input,False,No AFUE: % Costo instalado:
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",PAGO,Text Input,False,PAGO: Los incentivos se pagarán luego de: (i) completar y/o instalar
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",PRODUCTOS ELEGIBLES,Text Input,False,PRODUCTOS ELEGIBLES: Los productos deben cumplir con las
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",PRUEBA DE COMPRA,Text Input,False,PRUEBA DE COMPRA: Las facturas que acompañen a esta solicitud
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",RESPONSABILIDAD IMPOSITIVA,Text Input,False,RESPONSABILIDAD IMPOSITIVA: Energy Trust no es responsable
320C-HVAC-ES,"035_Incentivos de HVAC para viviendas, instalados por contratista–Formulario 320C-HVAC-ES (PDF ).pdf",REVELACIÓN DE INFORMACIÓN,Text Input,False,REVELACIÓN DE INFORMACIÓN: El cliente acepta que
